ID,TOTAL.VALUE,TAX,LOT.SQFT,YR.BUILT,GROSS.AREA,LIVING.AREA,FLOORS,ROOMS,BEDROOMS,FULL.BATH,HALF.BATH,KITCHEN,FIREPLACE,REMODEL
2641,291.3,3664,7157,1950,2571,1159,1,6,3,1,0,1,0,Old
2642,310.6,3907,4355,1950,2476,1338,1.5,6,3,2,0,1,1,Recent
2643,230.1,2894,3990,1940,1860,890,1,5,2,1,0,1,0,None
2644,372.7,4688,6858,1967,2411,1611,1,8,3,1,1,1,2,None
2645,275.6,3467,6575,1960,1676,816,1,4,2,1,0,1,0,None
2646,307.7,3870,4800,1945,2235,968,1,5,2,1,0,1,1,None
2647,377.8,4752,6600,1920,2498,1698,1.5,6,3,1,1,1,0,None
2648,352.6,4435,4921,1967,2452,1284,1.5,7,3,1,0,1,1,None
2649,425.2,5349,13200,1910,2788,1521,2,6,3,2,0,1,0,None
2650,373.8,4702,4891,1930,2604,1414,1.5,7,3,1,1,1,0,None
2651,410.4,5162,8226,1910,2551,1515,2,7,3,1,1,1,0,Old
2652,313.8,3947,5261,1936,3123,1657,1.5,7,3,1,1,1,1,Old
2653,378.2,4757,9030,1962,2456,1132,1,7,3,1,0,1,1,None
2654,370.3,4658,7206,1930,3026,1345,1,6,3,1,0,1,0,None
2655,303.1,3813,5962,1962,2196,988,1,7,3,1,1,1,1,None
2656,359.9,4527,7796,1860,3085,1808,2,8,3,2,0,1,0,Old
2657,330.2,4153,5097,1967,2420,1284,1.5,6,3,1,1,1,0,None
2658,323.1,4064,5656,1955,2336,1434,1.5,7,3,1,1,1,1,None
2659,364.6,4586,6858,1967,1938,1074,1,7,4,1,1,1,1,None
2660,340.3,4280,8500,1950,2952,1470,1,5,2,1,1,1,1,None
2661,421.3,5299,5274,1920,3240,1971,2,7,4,2,1,1,0,Recent
2662,351.7,4424,6600,1960,2592,1500,2,6,3,1,1,1,1,None
2663,662,8327,6411,1998,4858,3164,2,9,4,2,1,1,0,None
2664,341.8,4299,5358,1950,3440,1809,1.5,7,3,2,0,1,1,Recent
2665,346.7,4361,4800,1937,3168,1826,2,7,3,1,1,1,1,Old
2666,399.3,5023,7249,1930,2880,1591,1.5,6,3,1,1,1,0,None
2667,329.7,4147,8512,1920,1893,1160,2,5,3,1,1,1,0,None
2668,282.8,3557,3645,1950,2838,1138,1,6,2,1,1,1,1,None
2669,346.9,4364,5388,1967,2240,1284,1.5,7,4,1,1,1,0,None
2670,331.4,4169,5792,1950,2654,1412,1.5,7,3,1,1,1,1,None
2671,379.1,4769,5375,1955,2220,1500,2,7,3,1,1,1,1,None
2672,388.3,4884,4308,1935,2830,1597,1.5,10,5,2,1,1,1,None
2673,366.4,4609,5800,1924,2288,1404,2,6,3,1,0,1,0,None
2674,304.9,3835,4020,1938,2974,1615,1.5,7,3,2,0,1,1,None
2675,372.3,4683,6535,1915,2859,1236,1,6,2,1,0,1,1,None
2676,368.2,4631,12000,1885,2843,1484,1.5,6,3,1,1,1,0,None
2677,308,3874,6003,1920,2930,1479,1.5,6,3,1,1,1,0,None
2678,287.3,3614,4661,1962,2247,1197,1.5,5,3,1,1,1,0,None
2679,280.9,3533,4800,1950,2933,1134,1,6,2,1,0,1,1,Old
2680,277.8,3494,3658,1950,2784,1138,1,7,2,1,1,1,1,None
2681,350,4403,5391,1945,2891,1347,1,5,2,1,1,1,1,Recent
2682,359.1,4517,6600,1931,3192,1446,1,7,3,1,0,1,0,Old
2683,298.3,3752,3640,1962,1896,1272,2,6,3,1,1,1,0,None
2684,383.7,4826,5447,1967,2272,1284,1.5,7,4,1,2,1,0,Old
2685,389.7,4902,4550,1987,2492,1484,2,6,3,1,1,1,1,None
2686,380.1,4781,4841,1955,2494,1180,1,6,3,1,2,1,1,None
2687,270.5,3402,4433,1930,3238,1492,1,6,2,1,0,1,0,Old
2688,395.6,4976,8280,1920,3478,1460,1,6,3,1,0,1,0,None
2689,407.4,5125,11117,1996,2516,1480,2,5,3,2,1,1,1,None
2690,286.2,3600,4749,1925,2122,1025,1,5,2,1,0,1,0,None
2691,316,3975,8418,1910,2001,1019,1.5,6,3,1,0,1,0,None
2692,317.1,3989,4426,1930,2794,1207,1,7,3,1,1,1,0,None
2693,298.6,3756,5508,1950,2110,1020,1,7,3,2,0,1,0,Old
2694,403.5,5076,6600,1920,2558,1500,2,7,4,1,0,1,1,None
2695,309.1,3888,4937,1935,2280,1200,2,5,2,1,0,1,1,None
2696,358.8,4513,6960,1930,3388,1329,1,6,3,2,0,1,0,None
2697,341.5,4296,4337,1924,3284,1724,1.5,7,4,3,0,1,0,None
2698,305.1,3838,5205,1955,2348,1075,1,6,3,1,1,1,1,None
2699,303.9,3823,4582,1930,3072,1794,2,6,3,1,1,1,0,None
2700,378,4755,6560,1960,2638,1294,1,8,4,1,1,1,1,None
2701,459.3,5777,17424,1987,4578,2225,1.5,6,3,2,0,1,1,None
2702,293.1,3687,4800,1950,2604,1134,1,7,3,1,0,1,1,Old
2703,285.1,3586,3549,1962,2584,1387,1.5,6,3,1,0,1,1,Old
2704,276.1,3473,4950,1925,1982,940,1,5,2,1,0,1,0,None
2705,280.1,3523,5490,1955,1698,814,1,3,2,1,0,1,0,None
2706,345.1,4341,13693,1952,1800,900,1,5,2,1,0,1,0,None
2707,347.6,4372,8250,1900,2156,1152,2,6,3,1,0,1,0,None
2708,326.4,4106,5529,1955,2344,1306,1.5,6,3,1,1,1,1,None
2709,310.3,3903,4842,1962,2232,1197,1.5,5,3,1,0,1,1,None
2710,304.6,3831,5201,1950,2680,1176,1,6,3,1,0,1,1,None
2711,362.8,4564,12238,1900,2847,1437,1.5,7,3,1,1,1,0,Old
2712,332.1,4177,4210,1950,2629,1377,1.5,6,3,2,0,1,1,None
2713,336.2,4229,3912,1950,2044,1372,2,7,4,1,1,1,1,None
2714,356.1,4479,3480,1920,2822,1188,2,6,3,1,0,1,0,None
2715,312.4,3929,4705,1950,2560,1400,1.5,6,3,1,1,1,1,None
2716,319.9,4024,7864,1922,2056,979,1.5,5,2,1,0,1,1,None
2717,550.6,6926,6778,1974,4569,3957,2,9,5,3,1,1,3,None
2718,443.9,5584,4950,1950,3223,1782,2,7,3,2,1,1,1,Recent
2719,316.2,3977,8423,1890,2204,1085,1.5,6,3,1,1,1,0,None
2720,423.5,5327,6710,1965,3020,1778,2,7,3,2,1,1,1,None
2721,382.9,4816,6473,1950,2188,992,1,8,3,2,0,1,2,None
2722,329.9,4150,3160,1970,2604,1536,2,7,4,1,1,1,1,None
2723,278.7,3506,5496,1956,2632,1316,1,7,3,1,0,1,0,None
2724,443.6,5580,6615,1960,4383,2015,1,7,3,1,1,1,1,None
2725,329,4138,6960,1970,2774,1104,1,5,2,1,0,1,1,None
2726,405.7,5103,8250,1950,2808,1536,2,7,3,1,1,1,1,None
2727,381.7,4801,6600,1920,2278,1500,2,7,2,1,0,1,0,Recent
2728,401.5,5050,8334,1820,3112,1813,2,7,3,1,1,1,0,None
2729,304.2,3826,4782,1950,2584,1400,1.5,6,3,2,0,1,1,None
2730,467.1,5876,4790,1950,2824,1808,2,8,4,2,0,1,1,Recent
2731,286.5,3604,4526,1955,2364,1075,1,8,3,1,1,1,1,None
2732,321.8,4048,6995,1956,2296,1264,1,6,3,1,0,1,0,None
2733,386.7,4864,4326,1965,2675,1725,2,8,4,2,1,1,1,None
2734,383,4818,4824,1970,2594,1580,2,7,4,1,1,1,1,None
2735,294.8,3708,5336,1950,3000,1176,1,6,3,1,0,1,1,None
2736,338.5,4258,7928,1900,2168,1266,2,7,3,1,1,1,0,None
2737,255.9,3219,5451,1925,1953,920,1,5,2,1,0,1,0,None
2738,268.5,3377,3510,1960,2304,1306,1.5,6,3,2,0,1,1,None
2739,385.9,4854,7776,1900,3532,2098,2,9,5,1,1,1,3,None
2740,476.7,5996,33384,1850,2936,1870,2,8,3,1,0,1,0,Old
2741,426.4,5364,6960,1988,2400,1620,2,7,3,1,1,1,1,None
2742,349.3,4394,6600,1942,2472,1544,2,7,3,1,0,1,1,None
2743,308.9,3885,4940,1875,2364,1492,2,5,2,1,1,1,0,None
2744,332.2,4179,3340,1965,2456,1428,2,6,3,1,1,1,1,None
2745,320,4025,4311,1955,2344,1306,1.5,6,3,2,0,1,1,Recent
2746,376.9,4741,6855,1960,3108,1503,1.5,7,4,1,1,1,0,None
2747,325.3,4092,3310,1960,2328,1536,2,7,4,1,1,1,1,None
2748,311.1,3913,5029,1930,3360,1456,1,5,2,1,0,1,1,None
2749,361.5,4547,8162,1954,2660,1457,1.5,6,3,2,0,1,1,Old
2750,267,3358,4941,1950,1858,904,1,5,2,1,0,1,1,None
2751,281.6,3542,4236,1956,2620,1120,1,6,3,1,0,1,1,None
2752,397.9,5005,8687,1970,2396,1600,2,7,3,1,1,1,1,Recent
2753,408,5132,6765,1960,2983,1491,1,7,3,1,1,1,1,None
2754,343.8,4325,5045,1950,2448,1142,1,7,3,2,0,1,1,None
2755,400,5032,5889,1950,2575,1306,1.5,4,2,1,0,1,1,Recent
2756,337.1,4240,6270,1875,2784,1619,2,9,6,1,1,1,0,None
2757,339.6,4272,4126,1960,2512,1372,2,8,3,1,1,1,1,Old
2758,650.3,8180,6001,2009,3670,2334,2,9,4,2,2,1,0,None
2759,396.9,4993,4009,1965,2563,1600,2,7,4,1,1,1,1,None
2760,408.6,5140,6600,1940,2492,1275,1.5,6,3,1,1,1,0,Recent
2761,345.3,4343,4114,1965,2420,1600,2,8,4,1,1,1,1,None
2762,317.8,3997,5203,1964,2604,1306,1.5,6,3,2,0,1,1,None
2763,314.9,3961,4416,1940,2428,1344,2,8,4,1,1,1,0,None
2764,366,4604,7349,1970,2926,1847,2,8,4,1,1,1,0,None
2765,365.7,4600,4143,1970,2488,1600,2,8,4,1,1,1,1,None
2766,330,4151,4943,1950,1897,816,1,4,2,1,0,1,1,None
2767,477.9,6011,5287,1989,2850,1800,2,6,3,2,1,1,1,Recent
2768,481.2,6053,17411,1910,4793,3021,2.5,10,5,1,0,1,1,Old
2769,358.8,4513,6300,1910,3261,1961,2,8,4,2,0,1,0,Recent
2770,326.5,4107,5000,1950,2256,1265,1.5,6,4,2,0,1,1,Recent
2771,315.5,3968,4608,1954,2633,1366,1.5,6,2,2,0,1,1,None
2772,273.4,3439,4307,1947,2044,1152,2,6,3,1,0,1,1,None
2773,336.4,4231,4572,1940,2238,1260,2,6,3,1,0,1,1,Recent
2774,322.1,4052,5977,1940,2012,1176,2,6,3,1,0,1,1,None
2775,356.1,4479,3360,1965,2464,1536,2,7,4,1,1,1,1,None
2776,500,6290,6031,2003,3421,2135,2,8,4,2,1,1,1,None
2777,348.8,4387,6600,1925,2426,1306,1.5,6,2,1,1,1,0,None
2778,412.7,5191,9000,1910,3261,1624,1.5,7,3,2,0,1,0,Recent
2779,351.3,4419,4427,1910,2346,1404,2,6,3,1,1,1,0,None
2780,349.3,4394,4918,1950,2592,1387,1.5,7,3,1,0,1,1,None
2781,344.7,4336,3068,1965,2388,1600,2,6,3,1,1,1,1,None
2782,309,3887,5600,1950,2612,1358,1.5,7,3,2,0,1,1,None
2783,384.3,4834,6960,1930,2537,1560,2,7,4,1,1,1,1,Old
2784,423.4,5326,4112,1940,3666,1682,1,8,3,2,1,1,1,Recent
2785,463.3,5828,6264,1990,2968,1844,2,6,3,2,1,1,1,None
2786,535.8,6740,6835,1920,2599,1465,2,6,3,2,1,1,0,Recent
2787,309.5,3893,4691,1900,2034,1290,2,6,3,1,1,1,0,Old
2788,369.5,4648,4454,1947,2658,1400,2,7,3,1,1,1,1,None
2789,331.6,4171,8066,1920,2621,1305,1.5,6,4,2,0,1,0,None
2790,414,5208,5320,1988,2262,1428,2,6,3,2,1,1,0,Old
2791,292.9,3684,4608,1920,1856,960,2,6,2,1,0,1,0,None
2792,405.8,5104,4275,1910,2506,1456,2,7,3,2,0,1,0,Recent
2793,368.3,4633,6600,1920,2520,1600,2,7,4,1,1,1,1,None
2794,397.9,5005,5600,1930,3408,2088,2,8,4,2,0,1,0,Recent
2795,324.6,4083,3720,1875,2850,1708,2,6,3,1,1,1,1,None
2796,423,5321,7296,1910,4044,2254,2,9,3,1,1,1,1,None
2797,294.7,3707,4935,1950,1680,840,1,4,2,1,0,1,1,None
2798,488.8,6149,6950,1960,3468,2052,2,9,4,2,1,1,1,None
2799,323.2,4065,4794,1900,2443,1171,1.5,6,3,1,1,1,0,Recent
2800,493.5,6208,6362,1989,3612,2798,2,8,3,2,1,1,1,None
2801,348,4377,4794,1925,3154,1976,2,7,4,1,1,1,0,Old
2802,344.7,4336,3360,1970,2520,1536,2,7,4,1,1,1,1,None
2803,464.5,5843,5616,1990,2590,1650,2,8,5,2,2,1,0,None
2804,291.7,3669,7565,1945,1644,800,1,5,1,1,0,1,0,Old
2805,316.8,3985,4275,1935,2747,1241,1,6,2,1,1,1,0,None
2806,299.4,3766,4352,1925,3167,1383,1,5,2,1,0,1,0,None
2807,324.7,4084,5500,1955,2716,1414,1.5,6,3,3,0,2,1,None
2808,287.7,3619,4431,1947,2064,1176,2,6,3,1,0,1,1,Recent
2809,349.4,4395,4597,1935,2043,1334,2,7,3,1,0,1,1,None
2810,279.8,3519,5322,1850,2320,1188,1.5,6,2,1,1,1,0,Old
2811,441.5,5554,4073,1989,2641,1688,2.5,6,3,2,0,1,0,None
2812,367.7,4625,1830,1986,3384,1908,2,8,4,1,1,1,1,Old
2813,352.1,4429,4794,1900,2879,1496,1.5,7,3,2,1,1,0,Recent
2814,318.9,4011,4135,1891,4004,2303,2,7,3,1,1,1,0,Old
2815,307.9,3873,4600,1910,2836,1294,1,6,2,1,0,1,0,Recent
2816,363.1,4567,4948,1950,2812,1428,1.5,7,2,1,1,1,1,None
2817,338.3,4255,3360,1970,2528,1536,2,7,4,1,1,1,1,None
2818,248.7,3128,5498,1925,3096,1680,1.5,6,3,2,0,1,0,None
2819,571.9,7194,5500,2009,4551,2564,2,9,4,2,1,1,1,None
2820,394.8,4966,7595,1900,2700,1624,2,6,3,1,1,1,0,Recent
2821,289.1,3636,4540,1940,2984,1344,1,7,3,1,0,1,1,None
2822,394.9,4967,4275,1920,3013,1295,1,6,3,1,0,1,0,None
2823,462,5811,5426,1989,2528,1600,2,7,3,2,1,1,1,None
2824,340.7,4286,4352,1930,2210,1372,2,6,3,2,0,1,0,Recent
2825,327.1,4114,4325,1935,2025,1250,2,6,3,1,0,1,0,None
2826,291.7,3669,5250,1947,2054,1170,2,6,3,1,0,1,1,None
2827,287.3,3614,6800,1952,1865,851,1,6,2,1,0,1,1,None
2828,354.7,4462,5500,1920,3575,1578,1,6,2,1,1,1,0,Recent
2829,375.5,4723,8563,1928,2917,1846,2,8,4,1,0,1,0,None
2830,305.8,3846,5400,1935,2971,1344,1,5,2,1,0,1,1,None
2831,367,4616,6535,1925,3189,1812,2,10,5,2,0,2,0,Recent
2832,364.6,4586,7907,1998,2738,1710,2,7,3,2,1,1,0,None
2833,427.2,5374,6067,1935,2791,1659,2,10,3,1,1,1,1,None
2834,353.9,4452,3360,1970,2368,1600,2,7,3,1,1,1,1,None
2835,296.6,3731,4275,1935,1896,894,1,5,2,1,0,1,0,None
2836,536.9,6754,7625,2006,3094,2016,2,9,4,3,1,1,1,None
2837,444.9,5596,8541,1875,4385,2192,2,10,4,2,0,1,1,Old
2838,409.5,5151,4864,1950,3998,2176,1.5,11,4,2,1,2,1,None
2839,390.1,4907,5616,1990,2557,1584,2,6,3,2,1,1,1,None
2840,431,5421,5412,1989,2508,1600,2,8,3,2,1,1,1,None
2841,303.6,3819,4936,1954,1786,816,1,5,2,1,0,1,1,None
2842,301.7,3795,3183,1925,2725,1217,1,7,2,2,1,1,0,Recent
2843,535.8,6740,5577,1924,4638,2988,2,10,4,2,1,1,2,Recent
2844,298.2,3751,6800,1954,2718,1210,1,6,2,1,0,1,0,None
2845,417.4,5250,5000,1810,3116,1990,2,6,3,1,1,1,0,None
2846,337.6,4247,5710,1920,2234,1300,2,8,3,1,0,1,1,None
2847,343.5,4321,3360,1970,2496,1536,2,7,4,1,1,1,1,Old
2848,383.7,4826,4275,1928,2944,1534,1.5,5,2,1,0,1,0,Recent
2849,474.6,5970,7500,1926,3690,1966,1.5,7,3,1,1,1,1,None
2850,441.4,5552,6303,1935,3293,1936,2,8,3,1,1,1,1,Recent
2851,505.6,6360,7205,1954,4996,2375,1.5,11,6,3,0,2,0,None
2852,263.8,3318,4500,1925,1872,912,1,5,2,1,0,1,0,None
2853,465.5,5855,6480,1990,2968,1844,2,6,3,2,1,1,1,None
2854,436.7,5493,5395,1989,2508,1600,2,6,3,2,1,1,1,None
2855,436.5,5491,4181,1935,2251,1387,2,6,3,2,0,1,0,Recent
2856,297.9,3747,7335,1954,2170,1011,1,5,2,1,1,1,0,None
2857,331.1,4165,6977,1885,2482,1490,2,6,3,1,0,1,0,Old
2858,416.2,5235,5002,1961,2907,1692,2,8,4,1,1,1,2,None
2859,296.3,3727,3600,1960,2636,1428,1.5,7,3,2,0,1,1,None
2860,281.1,3536,6469,1950,2256,1042,1,6,3,1,0,1,1,None
2861,383.2,4820,5000,1810,2852,1834,2,7,3,1,1,1,1,None
2862,337.3,4243,3361,1970,2584,1536,2,7,4,1,1,1,1,None
2863,309.4,3892,3649,1960,2248,1488,2,7,4,1,1,1,1,None
2864,352.7,4436,5038,1920,2483,1554,2,7,3,1,0,1,1,None
2865,304.9,3835,4275,1926,2342,1095,1,6,2,1,0,1,0,None
2866,347.7,4374,6953,1965,2248,1488,2,7,4,1,1,1,1,None
2867,402.9,5068,7500,1920,4140,2226,1.5,7,2,1,0,1,1,Recent
2868,481.9,6062,5378,1989,2708,1800,2,6,3,2,1,1,1,None
2869,301.7,3795,4109,1935,2775,1267,1,5,2,1,0,1,1,None
2870,466.7,5871,5616,1990,2658,1716,2,9,3,2,1,1,1,None
2871,343.8,4325,5000,1950,2128,1275,2,6,3,1,1,1,1,None
2872,287.3,3614,4500,1914,2110,1040,1,6,2,1,0,1,0,Recent
2873,296.9,3735,5500,1925,2196,1000,1,5,2,1,0,1,1,None
2874,327.7,4122,6800,1955,2556,1142,1,6,3,1,0,1,0,None
2875,416,5233,7291,1920,2712,1656,2,8,3,1,1,1,1,Recent
2876,394.6,4964,5662,1941,2792,1744,2,7,4,1,1,1,1,None
2877,371.9,4678,4761,1970,2538,1536,2,7,4,1,1,1,1,None
2878,298.1,3750,5731,1950,2250,1008,1,5,3,1,0,1,0,None
2879,317.7,3996,3649,1960,2558,1600,2,7,4,1,1,1,1,None
2880,380.2,4782,4929,1890,3538,2065,2,10,4,1,1,1,0,None
2881,312,3924,5000,1947,2566,1530,2,6,3,1,0,1,1,None
2882,286.2,3600,4275,1935,1997,905,1,6,2,1,0,1,0,None
2883,334.1,4202,5054,1924,2386,1498,2,7,3,1,1,1,1,None
2884,323,4063,4037,1935,1756,1152,2,6,3,1,0,1,0,None
2885,301.9,3797,6814,1953,2232,1042,1,6,3,1,0,1,1,None
2886,356.7,4487,5121,1935,2044,1218,2,6,3,1,1,1,0,Recent
2887,464.3,5840,6250,1989,2776,1768,2,7,3,2,1,1,1,None
2888,340,4277,5000,1950,2294,1275,2,6,3,1,1,1,1,None
2889,380.2,4782,4420,1920,2831,1805,2,10,5,1,1,1,1,None
2890,408.5,5138,6148,1940,3940,2208,2,8,4,1,1,1,1,None
2891,467.3,5878,6880,1990,2825,1844,2,6,3,2,1,1,1,None
2892,347.8,4375,4750,1930,2085,1361,2,7,3,1,0,1,1,None
2893,349.7,4399,6493,1953,3888,1540,1,9,4,2,0,1,1,None
2894,325.8,4098,3649,1960,2989,1750,2,7,3,1,1,1,1,None
2895,497.5,6258,10641,1920,3252,1766,2,8,4,2,1,1,0,Recent
2896,297.1,3737,5500,1955,2198,1000,1,5,2,1,0,1,1,Old
2897,367.5,4623,5736,1900,3128,1896,2,8,3,1,2,1,1,Old
2898,300.4,3779,5580,1960,2104,992,1,6,2,1,1,1,1,None
2899,305.9,3848,5000,1947,2210,1275,2,6,3,1,1,1,1,None
2900,283.9,3571,4275,1935,1906,905,1,5,2,1,0,1,0,None
2901,374.7,4713,3631,1959,3187,1976,2,8,4,3,0,1,1,Old
2902,404.2,5084,5712,1935,3063,1816,2,7,4,1,1,1,1,None
2903,269.6,3391,3965,1935,1890,905,1,5,2,1,0,1,0,None
2904,262.9,3307,4450,1926,1914,912,1,5,2,1,0,1,0,None
2905,344,4327,8955,1950,2744,1075,1,5,2,1,1,1,1,None
2906,400.9,5043,6532,1863,2930,1593,1.5,7,3,1,1,1,0,Old
2907,351.8,4425,4792,1940,2571,1450,2,10,3,1,0,1,1,None
2908,323.5,4069,5000,1950,2104,1275,2,6,3,1,0,1,1,None
2909,323,4063,6817,1952,2843,1591,1.5,6,2,2,0,1,1,None
2910,459,5774,6226,1989,2884,1840,2,7,3,3,1,1,1,None
2911,431.9,5433,10234,1928,2963,1737,2,8,4,1,1,1,0,Old
2912,369.9,4653,5069,1938,2775,1767,2,7,4,1,1,1,1,None
2913,440.2,5537,5500,1925,2644,1860,2,8,3,2,1,1,1,Recent
2914,319.5,4019,5000,1947,2265,1320,2,6,3,1,0,1,1,Old
2915,390.4,4911,5187,1935,2610,1536,2,6,3,1,1,1,0,None
2916,413,5195,5187,1935,3585,1894,2,8,4,2,1,1,1,None
2917,397.3,4998,6619,1953,3573,1680,1.5,6,3,1,1,1,1,None
2918,397.8,5004,3906,1860,3830,2280,2,11,7,2,0,1,0,Old
2919,295.9,3722,5695,1953,2232,1265,1.5,6,3,2,0,1,1,None
2920,385.4,4848,5015,1920,2640,1712,2,7,3,1,0,1,1,None
2921,364.2,4581,7316,1925,4220,1910,1,7,3,1,1,1,1,None
2922,290,3648,3933,1935,1925,910,1,5,2,1,0,1,0,None
2923,510.2,6418,20031,1953,4216,1836,1,7,3,1,1,1,2,None
2924,274.8,3456,4450,1926,2904,1615,1.5,8,3,1,1,1,0,Old
2925,363.8,4576,7116,1970,3138,1458,1,8,3,1,1,1,1,None
2926,384.7,4839,6902,1940,2180,980,1,6,3,1,0,1,0,Recent
2927,375.4,4722,5725,1906,2148,1286,2,7,3,1,1,1,0,None
2928,465.1,5850,5000,1950,3840,2357,2,9,5,2,1,1,1,Recent
2929,262.6,3303,4645,1935,1896,900,1,5,1,1,0,1,0,None
2930,473.5,5956,6197,1991,2533,1606,2,7,3,2,1,1,1,None
2931,323,4063,5535,1925,2377,1050,1,7,2,1,1,1,0,None
2932,354.6,4460,4439,1920,2707,1520,2,8,5,1,1,1,0,None
2933,317.4,3992,6867,1950,2568,1142,1,6,2,1,1,1,0,None
2934,383.2,4820,5763,1943,2912,1632,2,8,4,1,1,1,1,None
2935,363.2,4569,5770,1989,1774,980,2,5,2,1,1,1,2,None
2936,444.8,5595,5580,1988,4820,2712,2,7,3,2,0,1,0,None
2937,421.3,5299,5085,1920,2558,1688,2,7,4,3,0,1,2,Old
2938,434.8,5469,6122,1935,3352,1974,2,9,4,1,1,1,1,Recent
2939,395.8,4979,13852,1930,4286,2480,2,9,3,1,0,1,1,None
2940,524.8,6601,5231,1935,3476,2204,2,7,3,2,1,1,1,Recent
2941,339.3,4268,4275,1920,2184,1288,2,6,3,1,1,1,1,None
2942,340.4,4282,4755,1920,2931,1330,1,5,2,1,0,1,1,None
2943,387.3,4872,3168,1910,3048,1718,2,7,3,1,1,1,1,None
2944,319.2,4015,5000,1950,1970,1186,2,6,3,1,0,1,1,None
2945,456.8,5746,6857,1935,2936,1764,2,7,4,2,0,1,1,None
2946,287.9,3621,3982,1963,2160,1372,2,5,3,1,1,1,1,None
2947,517.7,6512,5140,1990,3530,2328,2.5,6,5,2,1,1,1,None
2948,448.8,5645,10585,1950,4770,1806,1,8,3,3,0,2,1,Old
2949,298.3,3752,4469,1959,2516,1142,1,5,2,1,1,1,1,None
2950,290.5,3654,3985,1925,2010,975,1,7,2,2,0,1,0,Recent
2951,379.6,4775,6293,1925,2384,1400,2,7,3,1,1,1,0,None
2952,396.2,4984,5770,1935,2967,1715,2,7,3,1,1,1,1,None
2953,368.2,4631,5803,1920,2551,1624,2,8,4,1,1,1,0,None
2954,413.2,5198,5101,1920,2156,1448,2,6,3,1,1,1,1,Recent
2955,447.8,5633,8192,1890,4200,2492,2,8,5,1,1,1,1,None
2956,386.7,4864,5000,1950,3294,2028,2,7,3,1,0,1,1,Old
2957,381.5,4799,5275,1930,2616,1568,2,6,3,1,1,1,1,None
2958,355.8,4475,4486,1920,2480,1456,2,6,3,1,1,1,1,None
2959,357.4,4496,5570,1930,2120,1288,2,6,3,1,0,1,0,Recent
2960,429.8,5406,8860,1840,3133,1651,2,8,5,1,1,1,0,Old
2961,299.1,3762,3977,1950,2540,1387,1.5,6,2,1,1,1,1,None
2962,416.6,5240,5068,1925,3112,1734,2,9,4,2,1,1,1,None
2963,356.6,4486,8467,1933,2581,1680,2,6,3,1,1,1,0,Old
2964,278.2,3499,4292,1925,2061,975,1,6,2,1,0,1,0,None
2965,350.5,4409,4975,1910,2938,1426,1.5,7,3,1,1,1,0,None
2966,389.2,4896,6250,1935,2628,1536,2,7,3,1,1,1,1,None
2967,305.6,3844,4619,1950,2352,1224,1.5,6,2,1,1,1,1,None
2968,316,3975,5192,1960,2188,1008,1,6,3,1,0,1,1,None
2969,317.2,3990,5585,1952,2494,1265,1.5,6,2,2,0,1,1,Old
2970,328.6,4133,5117,1920,2160,1352,2,6,3,1,0,1,1,None
2971,440.1,5536,6612,1941,3037,1870,2,7,4,1,1,1,1,None
2972,469.3,5903,5515,1930,3696,2064,2,8,4,1,1,1,1,None
2973,444.3,5589,5423,1930,2812,1801,2,8,3,1,1,1,1,Old
2974,278.5,3503,4816,1950,2637,1142,1,6,3,1,0,1,0,None
2975,289.7,3644,4581,1925,2091,975,1,5,2,1,0,1,0,None
2976,311.4,3917,4603,1966,2144,1628,1,7,3,1,1,1,2,None
2977,369.2,4644,5318,1935,2844,1632,2,7,4,1,1,1,1,None
2978,373.5,4698,5074,1931,2582,1572,2,6,3,1,0,1,1,None
2979,356.5,4484,5358,1915,2107,1318,2,6,3,1,0,1,1,Old
2980,446,5610,5056,1910,2712,1616,2,7,3,1,1,1,1,None
2981,423.1,5322,5869,1928,2906,1538,2,6,3,1,2,1,1,None
2982,354.6,4460,4444,1920,2937,1552,2,7,3,1,1,1,1,None
2983,489.2,6154,4949,1920,3527,1858,2,7,3,1,1,1,1,None
2984,308,3874,5540,1952,2460,1265,1.5,6,3,1,1,1,1,None
2985,457.4,5754,8431,1950,5416,2407,1,6,2,2,0,1,0,None
2986,418.8,5268,2837,2001,2705,1735,2,7,3,3,1,1,1,None
2987,340.5,4283,5958,1920,2184,1210,1.5,6,3,1,1,1,1,None
2988,302.6,3806,4492,1920,2248,1352,2,6,2,1,0,1,1,Old
2989,422.6,5316,6312,1935,2844,1680,2,7,4,1,1,1,1,None
2990,367.1,4618,6596,1970,2230,1470,2,7,3,1,1,1,1,None
2991,425.1,5347,5133,1920,3203,2194,2,8,3,2,0,1,1,Recent
2992,280.8,3532,7268,1950,1272,575,1,4,1,1,0,1,1,None
2993,344.6,4335,5781,1910,2422,1251,1.5,7,3,1,1,1,1,None
2994,406,5107,6800,1935,2670,1536,2,6,3,1,1,1,0,None
2995,359.1,4517,5750,1958,2213,1421,2,6,3,1,1,1,1,None
2996,413.7,5204,5066,1925,2544,1536,2,8,3,1,1,1,0,None
2997,417.4,5250,6264,1935,2686,1524,2,8,4,1,1,1,1,Old
2998,348,4377,3895,1920,2215,1350,2,7,3,2,0,1,0,Recent
2999,370.4,4659,5239,1930,2534,1545,2,8,3,1,0,1,1,None
3000,327.9,4124,4392,1920,2823,1513,1.5,6,3,1,0,1,1,None
